date,time,hour,day_of_the_week,food_item_name,food_item_category,food_item_price,table_capacity,order_type,quantity,datetime,day_type
2025-07-16,22:32:00,22,Wednesday,Butter Roast,Dosai Varities,140,4.0,Dine In,1,2025-07-16 22:32:00,Weekday
2025-07-16,22:32:00,22,Wednesday,Gobi Butter Roast,Dosai Varities,160,4.0,Dine In,1,2025-07-16 22:32:00,Weekday
2025-07-16,22:32:00,22,Wednesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-07-16 22:32:00,Weekday
2025-07-16,22:32:00,22,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-07-16 22:32:00,Weekday
2025-07-16,22:32:00,22,Wednesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-07-16 22:32:00,Weekday
2025-07-16,20:22:00,20,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-07-16 20:22:00,Weekday
2025-07-16,20:22:00,20,Wednesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-07-16 20:22:00,Weekday
2025-07-16,20:20:00,20,Wednesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,1,2025-07-16 20:20:00,Weekday
2025-07-16,20:20:00,20,Wednesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,1,2025-07-16 20:20:00,Weekday
2025-07-16,20:20:00,20,Wednesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,1,2025-07-16 20:20:00,Weekday
2025-07-16,20:20:00,20,Wednesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,1,2025-07-16 20:20:00,Weekday
2025-05-16,12:38:00,12,Friday,Mushroom 65,Soup(Veg & Non Veg),150,4.0,Dine In,1,2025-05-16 12:38:00,Weekday
2025-05-16,11:54:00,11,Friday,Ghee Roast,Dosai Varities,120,4.0,Dine In,1,2025-05-16 11:54:00,Weekday
2025-05-16,11:53:00,11,Friday,Curd Rice,Rice&Biriyani,50,4.0,Dine In,1,2025-05-16 11:53:00,Weekday
2025-05-16,11:53:00,11,Friday,Lemon Rice,Rice&Biriyani,50,4.0,Dine In,1,2025-05-16 11:53:00,Weekday
2025-05-16,11:07:00,11,Friday,llai,Others,10,4.0,Dine In,1,2025-05-16 11:07:00,Weekday
2025-05-16,11:07:00,11,Friday,Water,Others,10,4.0,Dine In,1,2025-05-16 11:07:00,Weekday
2025-05-16,11:01:00,11,Friday,Idli,Idli,10,4.0,Dine In,1,2025-05-16 11:01:00,Weekday
2025-05-16,11:01:00,11,Friday,Star Idli,Idli,20,4.0,Dine In,1,2025-05-16 11:01:00,Weekday
2025-05-16,00:05:00,0,Friday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,4.0,Dine In,1,2025-05-16 00:05:00,Weekday
2025-05-16,00:04:00,0,Friday,Chicken Omlet,Egg,200,12.0,Dine In,1,2025-05-16 00:04:00,Weekday
2025-05-16,00:03:00,0,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-05-16 00:03:00,Weekday
2025-05-15,23:58:00,23,Thursday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-05-15 23:58:00,Weekday
2025-05-15,23:47:00,23,Thursday,Bun Parota,Parrota,50,4.0,Dine In,1,2025-05-15 23:47:00,Weekday
2025-05-15,23:43:00,23,Thursday,Kadai Mushroom,Veg & Non-Veg Gravy,170,12.0,Dine In,1,2025-05-15 23:43:00,Weekday
2025-05-15,23:43:00,23,Thursday,Grill Chicken Full,Tandoori & Tikka,480,12.0,Dine In,1,2025-05-15 23:43:00,Weekday
2025-05-15,23:38:00,23,Thursday,Gobi 65,Soup(Veg & Non Veg),120,12.0,Dine In,1,2025-05-15 23:38:00,Weekday
2025-05-15,23:38:00,23,Thursday,Full Boil,Egg,20,12.0,Dine In,1,2025-05-15 23:38:00,Weekday
2025-05-15,23:36:00,23,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,4.0,Dine In,1,2025-05-15 23:36:00,Weekday
2025-05-15,23:31:00,23,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-15 23:31:00,Weekday
2025-05-15,20:09:00,20,Thursday,Egg Lappa,Parrota,140,4.0,Dine In,1,2025-05-15 20:09:00,Weekday
2025-05-15,19:41:00,19,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-15 19:41:00,Weekday
2025-05-15,19:08:00,19,Thursday,Butter Roast,Dosai Varities,140,4.0,Dine In,1,2025-05-15 19:08:00,Weekday
2025-05-15,18:19:00,18,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,2,2025-05-15 18:19:00,Weekday
2025-05-15,18:17:00,18,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,2,2025-05-15 18:17:00,Weekday
2025-05-15,17:59:00,17,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,2,2025-05-15 17:59:00,Weekday
2025-05-15,17:58:00,17,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,2,2025-05-15 17:58:00,Weekday
2025-05-15,17:56:00,17,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,2,2025-05-15 17:56:00,Weekday
2025-05-15,17:52:00,17,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,1,2025-05-15 17:52:00,Weekday
2025-05-15,17:50:00,17,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,2,2025-05-15 17:50:00,Weekday
2025-05-15,17:47:00,17,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,2,2025-05-15 17:47:00,Weekday
2025-05-15,17:40:00,17,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,2,2025-05-15 17:40:00,Weekday
2025-05-15,17:03:00,17,Thursday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,2,2025-05-15 17:03:00,Weekday
2025-05-15,12:18:00,12,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-05-15 12:18:00,Weekday
2025-05-15,12:18:00,12,Thursday,Bun Parota,Parrota,50,,Take Away,1,2025-05-15 12:18:00,Weekday
2025-05-15,12:17:00,12,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-05-15 12:17:00,Weekday
2025-05-15,12:17:00,12,Thursday,Bun Parota,Parrota,50,,Take Away,2,2025-05-15 12:17:00,Weekday
2025-05-15,12:15:00,12,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,2,2025-05-15 12:15:00,Weekday
2025-05-15,12:15:00,12,Thursday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-05-15 12:15:00,Weekday
2025-05-15,12:06:00,12,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-15 12:06:00,Weekday
2025-05-15,12:03:00,12,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-05-15 12:03:00,Weekday
2025-05-15,00:49:00,0,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-15 00:49:00,Weekday
2025-05-15,00:39:00,0,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-05-15 00:39:00,Weekday
2025-05-08,13:11:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-08 13:11:00,Weekday
2025-05-08,13:11:00,13,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-08 13:11:00,Weekday
2025-05-08,13:11:00,13,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-08 13:11:00,Weekday
2025-05-08,13:11:00,13,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-08 13:11:00,Weekday
2025-05-07,11:56:00,11,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-05-07 11:56:00,Weekday
2025-05-07,11:43:00,11,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-07 11:43:00,Weekday
2025-05-07,11:43:00,11,Wednesday,Kadai Mushroom,Veg & Non-Veg Gravy,170,4.0,Dine In,1,2025-05-07 11:43:00,Weekday
2025-05-07,11:42:00,11,Wednesday,Masal Roast,Dosai Varities,130,4.0,Dine In,1,2025-05-07 11:42:00,Weekday
2025-05-07,11:42:00,11,Wednesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-07 11:42:00,Weekday
2025-05-07,11:42:00,11,Wednesday,Chapathi,Chappathi,30,4.0,Dine In,1,2025-05-07 11:42:00,Weekday
2025-05-07,11:40:00,11,Wednesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,4.0,Dine In,1,2025-05-07 11:40:00,Weekday
2025-05-07,11:40:00,11,Wednesday,Gobi Roast,Dosai Varities,120,4.0,Dine In,1,2025-05-07 11:40:00,Weekday
2025-05-07,11:40:00,11,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-07 11:40:00,Weekday
2025-05-07,11:16:00,11,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-07 11:16:00,Weekday
2025-05-07,11:14:00,11,Wednesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-07 11:14:00,Weekday
2025-05-07,11:00:00,11,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-05-07 11:00:00,Weekday
2025-05-07,10:52:00,10,Wednesday,Bun Parota,Parrota,50,4.0,Dine In,1,2025-05-07 10:52:00,Weekday
2025-05-07,10:47:00,10,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-05-07 10:47:00,Weekday
2025-05-07,10:47:00,10,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-05-07 10:47:00,Weekday
2025-05-07,10:37:00,10,Wednesday,Chapathi,Chappathi,30,4.0,Dine In,2,2025-05-07 10:37:00,Weekday
2025-05-07,10:37:00,10,Wednesday,Chicken Rice,Rice & Noodles,160,4.0,Dine In,1,2025-05-07 10:37:00,Weekday
2025-05-07,10:35:00,10,Wednesday,Gobi Ghee Roast,Dosai Varities,160,,Take Away,1,2025-05-07 10:35:00,Weekday
2025-05-07,10:27:00,10,Wednesday,Chapathi,Chappathi,30,4.0,Dine In,1,2025-05-07 10:27:00,Weekday
2025-05-07,10:27:00,10,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-07 10:27:00,Weekday
2025-05-06,19:12:00,19,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-05-06 19:12:00,Weekday
2025-05-06,19:12:00,19,Tuesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,1,2025-05-06 19:12:00,Weekday
2025-05-06,19:10:00,19,Tuesday,Podi Uthappam,Dosai Varities,80,,Take Away,1,2025-05-06 19:10:00,Weekday
2025-05-06,19:10:00,19,Tuesday,Rava Roast,Dosai Varities,90,,Take Away,1,2025-05-06 19:10:00,Weekday
2025-05-06,19:10:00,19,Tuesday,Chicken Curry Dosa,Dosai Varities (Non-veg),190,,Take Away,1,2025-05-06 19:10:00,Weekday
2025-05-06,19:08:00,19,Tuesday,Butter Roast,Dosai Varities,140,4.0,Dine In,1,2025-05-06 19:08:00,Weekday
2025-05-06,19:08:00,19,Tuesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-05-06 19:08:00,Weekday
2025-05-06,19:08:00,19,Tuesday,Ghee Roast,Dosai Varities,120,4.0,Dine In,1,2025-05-06 19:08:00,Weekday
2025-05-06,19:08:00,19,Tuesday,Kal Dosa,Dosai Varities,60,4.0,Dine In,1,2025-05-06 19:08:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Onion Roast,Dosai Varities,110,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Paneer Butter Roast,Dosai Varities,170,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,19:07:00,19,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-06 19:07:00,Weekday
2025-05-06,18:47:00,18,Tuesday,Chilli Idli,Idli,140,,Take Away,1,2025-05-06 18:47:00,Weekday
2025-05-06,18:47:00,18,Tuesday,Heart Idli,Idli,30,,Take Away,1,2025-05-06 18:47:00,Weekday
2025-05-06,18:47:00,18,Tuesday,Idli,Idli,10,,Take Away,2,2025-05-06 18:47:00,Weekday
2025-05-06,18:44:00,18,Tuesday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-05-06 18:44:00,Weekday
2025-05-06,18:44:00,18,Tuesday,Gobi Ghee Roast,Dosai Varities,160,,Take Away,1,2025-05-06 18:44:00,Weekday
2025-05-06,18:44:00,18,Tuesday,Masal Roast,Dosai Varities,130,,Take Away,1,2025-05-06 18:44:00,Weekday
2025-05-06,15:53:00,15,Tuesday,Gobi Ghee Roast,Dosai Varities,160,4.0,Dine In,2,2025-05-06 15:53:00,Weekday
2025-05-06,15:53:00,15,Tuesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,2,2025-05-06 15:53:00,Weekday
2025-05-06,15:49:00,15,Tuesday,Gobi Ghee Roast,Dosai Varities,160,,Take Away,1,2025-05-06 15:49:00,Weekday
2025-05-06,15:49:00,15,Tuesday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-05-06 15:49:00,Weekday
2025-05-06,15:49:00,15,Tuesday,Butter Roast,Dosai Varities,140,,Take Away,1,2025-05-06 15:49:00,Weekday
2025-05-06,15:49:00,15,Tuesday,Gobi Butter Roast,Dosai Varities,160,,Take Away,1,2025-05-06 15:49:00,Weekday
2025-05-06,15:30:00,15,Tuesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-05-06 15:30:00,Weekday
2025-05-06,15:30:00,15,Tuesday,Gobi Ghee Roast,Dosai Varities,160,4.0,Dine In,1,2025-05-06 15:30:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Chapathi,Chappathi,30,4.0,Dine In,4,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Chapathi,Chappathi,30,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Chapathi Egg Kothu,Chappathi,130,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Plain Uthappam,Dosai Varities,50,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Plain Dosa,Dosai Varities,60,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Rava Dosa,Dosai Varities,80,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Ghee Roast,Dosai Varities,120,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Heart Idli,Idli,30,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Idli,Idli,10,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:13:00,15,Tuesday,Star Idli,Idli,20,12.0,Dine In,1,2025-05-06 15:13:00,Weekday
2025-05-06,15:12:00,15,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-05-06 15:12:00,Weekday
2025-05-06,15:12:00,15,Tuesday,65 Biriyani,Rice&Biriyani,200,4.0,Dine In,1,2025-05-06 15:12:00,Weekday
2025-05-06,15:10:00,15,Tuesday,Chicken Curry Dosa,Dosai Varities (Non-veg),190,12.0,Dine In,1,2025-05-06 15:10:00,Weekday
2025-05-06,15:10:00,15,Tuesday,Mutton Curry Dosa,Dosai Varities (Non-veg),250,12.0,Dine In,1,2025-05-06 15:10:00,Weekday
2025-05-06,15:10:00,15,Tuesday,Egg Poriyal,Egg,60,12.0,Dine In,1,2025-05-06 15:10:00,Weekday
2025-05-06,15:10:00,15,Tuesday,Chicken Varuval,Non-Veg. Starters,190,12.0,Dine In,1,2025-05-06 15:10:00,Weekday
2025-05-06,15:10:00,15,Tuesday,Bun Parota,Parrota,50,12.0,Dine In,1,2025-05-06 15:10:00,Weekday
2025-05-06,15:10:00,15,Tuesday,Chicken Kizhi Parota,Parrota,180,12.0,Dine In,2,2025-05-06 15:10:00,Weekday
