date,time,hour,day_of_the_week,food_item_name,food_item_category,food_item_price,table_capacity,order_type,quantity,datetime,day_type
2025-04-15,19:02:00,19,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-15 19:02:00,Weekday
2025-04-15,18:54:00,18,Tuesday,Egg Dosa Roast,Dosai Varities (Non-veg),100,4.0,Dine In,1,2025-04-15 18:54:00,Weekday
2025-04-15,18:54:00,18,Tuesday,Bun Parota,Parrota,50,4.0,Dine In,1,2025-04-15 18:54:00,Weekday
2025-04-15,18:31:00,18,Tuesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-04-15 18:31:00,Weekday
2025-04-15,18:31:00,18,Tuesday,Gobi Ghee Roast,Dosai Varities,160,4.0,Dine In,1,2025-04-15 18:31:00,Weekday
2025-04-15,18:23:00,18,Tuesday,Water,Others,10,,Take Away,1,2025-04-15 18:23:00,Weekday
2025-04-15,18:23:00,18,Tuesday,llai,Others,10,,Take Away,1,2025-04-15 18:23:00,Weekday
2025-04-15,18:12:00,18,Tuesday,Thattu Podi Idli,Idli,100,4.0,Dine In,1,2025-04-15 18:12:00,Weekday
2025-04-15,18:12:00,18,Tuesday,Curd Rice,Rice&Biriyani,50,4.0,Dine In,1,2025-04-15 18:12:00,Weekday
2025-04-15,17:55:00,17,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-15 17:55:00,Weekday
2025-04-15,16:40:00,16,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-15 16:40:00,Weekday
2025-04-15,16:40:00,16,Tuesday,Masal Roast,Dosai Varities,130,,Take Away,1,2025-04-15 16:40:00,Weekday
2025-04-15,16:16:00,16,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-15 16:16:00,Weekday
2025-04-15,15:42:00,15,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-15 15:42:00,Weekday
2025-04-15,15:41:00,15,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-15 15:41:00,Weekday
2025-04-15,15:41:00,15,Tuesday,Curd Rice,Rice&Biriyani,50,,Take Away,1,2025-04-15 15:41:00,Weekday
2025-04-15,14:46:00,14,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-15 14:46:00,Weekday
2025-04-15,10:21:00,10,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-15 10:21:00,Weekday
2025-04-12,15:14:00,15,Saturday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-12 15:14:00,Weekend
2025-04-12,15:14:00,15,Saturday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-04-12 15:14:00,Weekend
2025-04-12,15:12:00,15,Saturday,Gobi Ghee Roast,Dosai Varities,160,,Take Away,1,2025-04-12 15:12:00,Weekend
2025-04-12,15:12:00,15,Saturday,Gobi Butter Roast,Dosai Varities,160,,Take Away,1,2025-04-12 15:12:00,Weekend
2025-04-12,15:12:00,15,Saturday,Ghee Roast,Dosai Varities,120,,Take Away,1,2025-04-12 15:12:00,Weekend
2025-04-12,15:09:00,15,Saturday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-12 15:09:00,Weekend
2025-04-12,15:09:00,15,Saturday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-04-12 15:09:00,Weekend
2025-04-12,15:09:00,15,Saturday,Gobi Ghee Roast,Dosai Varities,160,,Take Away,1,2025-04-12 15:09:00,Weekend
2025-04-12,14:47:00,14,Saturday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-12 14:47:00,Weekend
2025-04-12,14:47:00,14,Saturday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-04-12 14:47:00,Weekend
2025-04-11,17:03:00,17,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-11 17:03:00,Weekday
2025-04-11,16:43:00,16,Friday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-11 16:43:00,Weekday
2025-04-11,16:43:00,16,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-11 16:43:00,Weekday
2025-04-11,16:31:00,16,Friday,Chicken 65 Uthappam,Dosai Varities (Non-veg),190,,Take Away,1,2025-04-11 16:31:00,Weekday
2025-04-11,16:26:00,16,Friday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-04-11 16:26:00,Weekday
2025-04-11,16:24:00,16,Friday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-11 16:24:00,Weekday
2025-04-11,16:21:00,16,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-11 16:21:00,Weekday
2025-04-11,16:19:00,16,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-11 16:19:00,Weekday
2025-04-11,16:04:00,16,Friday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-11 16:04:00,Weekday
2025-04-11,16:00:00,16,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-11 16:00:00,Weekday
2025-04-11,15:38:00,15,Friday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-11 15:38:00,Weekday
2025-04-11,15:37:00,15,Friday,Podi Roast,Dosai Varities,100,4.0,Dine In,1,2025-04-11 15:37:00,Weekday
2025-04-11,15:27:00,15,Friday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-11 15:27:00,Weekday
2025-04-11,15:27:00,15,Friday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-11 15:27:00,Weekday
2025-04-11,14:52:00,14,Friday,Butter Roast,Dosai Varities,140,4.0,Dine In,1,2025-04-11 14:52:00,Weekday
2025-04-11,14:52:00,14,Friday,Rasi Fish Curry,Non-Veg. Starters,220,4.0,Dine In,1,2025-04-11 14:52:00,Weekday
2025-04-11,14:52:00,14,Friday,Rasi Prawn Masala,Non-Veg. Starters,240,4.0,Dine In,1,2025-04-11 14:52:00,Weekday
2025-04-11,14:42:00,14,Friday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-11 14:42:00,Weekday
2025-04-11,11:32:00,11,Friday,Bun Parota,Parrota,50,,Take Away,1,2025-04-11 11:32:00,Weekday
2025-04-11,11:31:00,11,Friday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-11 11:31:00,Weekday
2025-04-11,11:19:00,11,Friday,Curd Rice,Rice&Biriyani,50,12.0,Dine In,1,2025-04-11 11:19:00,Weekday
2025-04-11,11:19:00,11,Friday,Chilli Chicken,Non-Veg. Starters,170,12.0,Dine In,1,2025-04-11 11:19:00,Weekday
2025-04-11,11:19:00,11,Friday,Chicken Rice,Rice & Noodles,160,12.0,Dine In,2,2025-04-11 11:19:00,Weekday
2025-04-10,18:00:00,18,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 18:00:00,Weekday
2025-04-10,18:00:00,18,Thursday,Garlic Chicken,Non-Veg. Starters,180,4.0,Dine In,1,2025-04-10 18:00:00,Weekday
2025-04-10,17:43:00,17,Thursday,Egg Veechu Paratha,Parrota,100,4.0,Dine In,1,2025-04-10 17:43:00,Weekday
2025-04-10,17:43:00,17,Thursday,Egg Rice,Rice & Noodles,140,4.0,Dine In,1,2025-04-10 17:43:00,Weekday
2025-04-10,16:59:00,16,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 16:59:00,Weekday
2025-04-10,16:29:00,16,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 16:29:00,Weekday
2025-04-10,16:29:00,16,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-10 16:29:00,Weekday
2025-04-10,16:29:00,16,Thursday,Butter Roast,Dosai Varities,140,4.0,Dine In,1,2025-04-10 16:29:00,Weekday
2025-04-10,16:29:00,16,Thursday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-04-10 16:29:00,Weekday
2025-04-10,16:29:00,16,Thursday,Ghee Roast,Dosai Varities,120,4.0,Dine In,1,2025-04-10 16:29:00,Weekday
2025-04-10,16:28:00,16,Thursday,Butter Roast,Dosai Varities,140,4.0,Dine In,1,2025-04-10 16:28:00,Weekday
2025-04-10,16:24:00,16,Thursday,Gobi Butter Roast,Dosai Varities,160,4.0,Dine In,1,2025-04-10 16:24:00,Weekday
2025-04-10,16:11:00,16,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,2,2025-04-10 16:11:00,Weekday
2025-04-10,16:11:00,16,Thursday,Garlic Podi Roast,Dosai Varities,120,,Take Away,2,2025-04-10 16:11:00,Weekday
2025-04-10,16:11:00,16,Thursday,Gobi Ghee Roast,Dosai Varities,160,,Take Away,1,2025-04-10 16:11:00,Weekday
2025-04-10,16:11:00,16,Thursday,Parcel,Others,5,,Take Away,1,2025-04-10 16:11:00,Weekday
2025-04-10,16:10:00,16,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,2,2025-04-10 16:10:00,Weekday
2025-04-10,16:10:00,16,Thursday,Parcel,Others,5,,Take Away,1,2025-04-10 16:10:00,Weekday
2025-04-10,15:35:00,15,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 15:35:00,Weekday
2025-04-10,15:35:00,15,Thursday,Egg Gravy,Egg,120,4.0,Dine In,1,2025-04-10 15:35:00,Weekday
2025-04-10,15:35:00,15,Thursday,Parcel,Others,5,4.0,Dine In,1,2025-04-10 15:35:00,Weekday
2025-04-10,15:35:00,15,Thursday,llai,Others,10,4.0,Dine In,1,2025-04-10 15:35:00,Weekday
2025-04-10,15:35:00,15,Thursday,Water,Others,10,4.0,Dine In,1,2025-04-10 15:35:00,Weekday
2025-04-10,15:12:00,15,Thursday,Ghee Roast,Dosai Varities,120,4.0,Dine In,1,2025-04-10 15:12:00,Weekday
2025-04-10,15:12:00,15,Thursday,Kal Dosa,Dosai Varities,60,4.0,Dine In,1,2025-04-10 15:12:00,Weekday
2025-04-10,15:12:00,15,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 15:12:00,Weekday
2025-04-10,15:01:00,15,Thursday,Gobi Rice,Rice & Noodles,140,4.0,Dine In,2,2025-04-10 15:01:00,Weekday
2025-04-10,15:01:00,15,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 15:01:00,Weekday
2025-04-10,15:00:00,15,Thursday,Chilli Chicken,Non-Veg. Starters,170,,,2,2025-04-10 15:00:00,Weekday
2025-04-10,15:00:00,15,Thursday,Parcel,Others,5,,Take Away,1,2025-04-10 15:00:00,Weekday
2025-04-10,14:58:00,14,Thursday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,1,2025-04-10 14:58:00,Weekday
2025-04-10,14:55:00,14,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 14:55:00,Weekday
2025-04-10,14:51:00,14,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 14:51:00,Weekday
2025-04-10,14:47:00,14,Thursday,Gobi 65,Soup(Veg & Non Veg),120,4.0,Dine In,1,2025-04-10 14:47:00,Weekday
2025-04-10,14:45:00,14,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 14:45:00,Weekday
2025-04-10,13:30:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 13:30:00,Weekday
2025-04-10,13:30:00,13,Thursday,Chicken Rice,Rice & Noodles,160,4.0,Dine In,1,2025-04-10 13:30:00,Weekday
2025-04-10,13:30:00,13,Thursday,Paneer Butter Masala,Veg & Non-Veg Gravy,190,4.0,Dine In,1,2025-04-10 13:30:00,Weekday
2025-04-10,13:30:00,13,Thursday,Egg Porial Dosa,Dosai Varities,140,4.0,Dine In,1,2025-04-10 13:30:00,Weekday
2025-04-10,13:30:00,13,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-10 13:30:00,Weekday
2025-04-10,13:29:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 13:29:00,Weekday
2025-04-10,13:29:00,13,Thursday,Rasi Fish Curry,Non-Veg. Starters,220,4.0,Dine In,1,2025-04-10 13:29:00,Weekday
2025-04-10,13:29:00,13,Thursday,Chicken Lappa,Parrota,180,4.0,Dine In,1,2025-04-10 13:29:00,Weekday
2025-04-10,13:29:00,13,Thursday,Chicken Kothu Parota,Parrota,180,4.0,Dine In,1,2025-04-10 13:29:00,Weekday
2025-04-10,13:21:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 13:21:00,Weekday
2025-04-10,13:20:00,13,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 13:20:00,Weekday
2025-04-10,13:20:00,13,Thursday,Ghee Roast,Dosai Varities,120,4.0,Dine In,1,2025-04-10 13:20:00,Weekday
2025-04-10,13:08:00,13,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-10 13:08:00,Weekday
2025-04-10,13:08:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,1,2025-04-10 13:08:00,Weekday
2025-04-10,13:08:00,13,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-10 13:08:00,Weekday
2025-04-10,13:07:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 13:07:00,Weekday
2025-04-10,13:03:00,13,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,4.0,Dine In,1,2025-04-10 13:03:00,Weekday
2025-04-10,13:03:00,13,Thursday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-10 13:03:00,Weekday
2025-04-10,13:03:00,13,Thursday,Rasi Fish Curry,Non-Veg. Starters,220,4.0,Dine In,1,2025-04-10 13:03:00,Weekday
2025-04-10,13:03:00,13,Thursday,Rasi Prawn Masala,Non-Veg. Starters,240,4.0,Dine In,1,2025-04-10 13:03:00,Weekday
2025-04-10,13:03:00,13,Thursday,Prawn Curry Dosa,Dosai Varities,230,4.0,Dine In,1,2025-04-10 13:03:00,Weekday
2025-04-10,13:02:00,13,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,1,2025-04-10 13:02:00,Weekday
2025-04-10,12:57:00,12,Thursday,Plain Uthappam,Dosai Varities,50,,Take Away,1,2025-04-10 12:57:00,Weekday
2025-04-10,12:57:00,12,Thursday,Chilli Idli,Idli,140,,Take Away,1,2025-04-10 12:57:00,Weekday
2025-04-10,12:57:00,12,Thursday,Parcel,Others,5,,Take Away,1,2025-04-10 12:57:00,Weekday
2025-04-10,10:30:00,10,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,1,2025-04-10 10:30:00,Weekday
2025-04-10,10:30:00,10,Thursday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-10 10:30:00,Weekday
2025-04-10,10:29:00,10,Thursday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,,Take Away,1,2025-04-10 10:29:00,Weekday
2025-04-10,10:29:00,10,Thursday,Parcel,Others,5,,Take Away,1,2025-04-10 10:29:00,Weekday
2025-04-09,18:58:00,18,Wednesday,Chapathi,Chappathi,30,4.0,Dine In,2,2025-04-09 18:58:00,Weekday
2025-04-09,18:55:00,18,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-09 18:55:00,Weekday
2025-04-09,18:55:00,18,Wednesday,Parcel,Others,5,,Take Away,1,2025-04-09 18:55:00,Weekday
2025-04-09,18:42:00,18,Wednesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-09 18:42:00,Weekday
2025-04-09,18:26:00,18,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,2,2025-04-09 18:26:00,Weekday
2025-04-09,18:04:00,18,Wednesday,Plain Dosa,Dosai Varities,60,4.0,Dine In,2,2025-04-09 18:04:00,Weekday
2025-04-09,18:04:00,18,Wednesday,Curd Rice,Rice&Biriyani,50,4.0,Dine In,2,2025-04-09 18:04:00,Weekday
2025-04-09,17:41:00,17,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,2,2025-04-09 17:41:00,Weekday
2025-04-09,13:38:00,13,Wednesday,Garlic Podi Roast,Dosai Varities,120,,Take Away,1,2025-04-09 13:38:00,Weekday
2025-04-09,13:38:00,13,Wednesday,Butter Roast,Dosai Varities,140,,Take Away,1,2025-04-09 13:38:00,Weekday
2025-04-09,13:16:00,13,Wednesday,Podi Roast,Dosai Varities,100,4.0,Dine In,1,2025-04-09 13:16:00,Weekday
2025-04-09,12:59:00,12,Wednesday,Gobi Butter Roast,Dosai Varities,160,4.0,Dine In,1,2025-04-09 12:59:00,Weekday
2025-04-09,12:22:00,12,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,4.0,Dine In,1,2025-04-09 12:22:00,Weekday
2025-04-09,11:45:00,11,Wednesday,Kal Dosa,Dosai Varities,60,4.0,Dine In,1,2025-04-09 11:45:00,Weekday
2025-04-09,11:45:00,11,Wednesday,Star Idli,Idli,20,4.0,Dine In,1,2025-04-09 11:45:00,Weekday
2025-04-09,11:11:00,11,Wednesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-09 11:11:00,Weekday
2025-04-09,11:11:00,11,Wednesday,Butter Roast,Dosai Varities,140,,Take Away,1,2025-04-09 11:11:00,Weekday
2025-04-08,17:50:00,17,Tuesday,Mysore Masala Dosa with Pure Ghee,Rasi's Special,80,,Take Away,1,2025-04-08 17:50:00,Weekday
2025-04-08,17:43:00,17,Tuesday,Mysore Podi Dosa with Pure Ghee,Rasi's Special,100,,Take Away,1,2025-04-08 17:43:00,Weekday
2025-04-08,16:55:00,16,Tuesday,Bangalore Podi Dosa with Pure Ghee,Rasi's Special,90,4.0,Dine In,2,2025-04-08 16:55:00,Weekday
2025-04-08,16:55:00,16,Tuesday,Garlic Podi Roast,Dosai Varities,120,4.0,Dine In,2,2025-04-08 16:55:00,Weekday
2025-04-08,16:52:00,16,Tuesday,Bangalore Masala Dosa with Pure Ghee,Rasi's Special,70,,Take Away,2,2025-04-08 16:52:00,Weekday
